did,name,elapsed_sec,n_samples,n_features,n_classes,ratio_samples_per_feature,missing_ratio_overall,missing_col_max,missing_col_min,frac_cols_with_na,num_mean_of_means,num_mean_skew,class_entropy,majority_class_ratio,ratio_num_cat,unique_rows_ratio,logreg_bac,logreg_acc,knn5_bac,best_algo
3,kr-vs-kp,12.295,3196,36,2,88.77777777777777,0.0,0.0,0.0,0.0,,,0.998575538655458,0.522215269086358,0.0,1.0,0.9660381394334704,0.96589739827856,0.934394211221367,linsvc
18,mfeat-morphological,0.32,2000,6,10,333.3333333333333,0.0,0.0,0.0,0.0,1052.6997316402774,0.5315671843447335,3.321928094887362,0.1,inf,0.944,0.734,0.734,0.7085,linsvc
22,mfeat-zernike,0.612,2000,47,10,42.5531914893617,0.0,0.0,0.0,0.0,88.63642941472713,0.790830076474756,3.321928094887362,0.1,inf,0.997,0.8160000000000001,0.8160000000000001,0.8039999999999999,linsvc
23,cmc,0.415,1473,9,3,163.66666666666666,0.0,0.0,0.0,0.0,17.89986422267481,0.677731575793992,1.5390345832497476,0.4270196877121521,0.2857142857142857,0.921928038017651,0.4767691029008724,0.5044667358468812,0.4622662381684109,logreg_bal
24,mushroom,0.995,8124,21,2,386.8571428571428,0.0145365876532789,0.3052683407188577,0.0,0.0476190476190476,,,0.9990678968724604,0.517971442639094,0.0,1.0,0.9997445721583652,0.999753846153846,1.0,linsvc
26,nursery,1.334,12960,8,5,1620.0,0.0,0.0,0.0,0.0,,,1.7164959001837934,0.3333333333333333,0.0,1.0,0.7986076455521325,0.925925925925926,0.7848143984931661,logreg_bal
30,page-blocks,0.459,5473,10,5,547.3,0.0,0.0,0.0,0.0,253.32758631463548,14.711451967520436,0.6354628258660037,0.8976795176320117,inf,0.9853827882331444,0.7064778825344711,0.959439199285434,0.7732771491528447,logreg_bal
31,credit-g,0.382,1000,20,2,50.0,0.0,0.0,0.0,0.0,476.5838571428571,0.9203791257169,0.8812908992306927,0.7,0.5384615384615384,1.0,0.6642857142857143,0.75,0.6230952380952381,logreg_bal
32,pendigits,1.633,10992,16,10,687.0,0.0,0.0,0.0,0.0,50.711045533115,-0.0391960821203113,3.320771738890595,0.1040756914119359,inf,1.0,0.9511960466734036,0.951419228113035,0.992564464670648,knn5
36,segment,0.401,2310,18,7,128.33333333333334,0.0,0.0,0.0,0.0,25.50165214002752,3.320958854659288,2.807354922057604,0.1428571428571428,inf,0.9030303030303032,0.9346320346320348,0.9346320346320348,0.9406926406926408,knn5
60,waveform-5000,1.041,5000,40,3,125.0,0.0,0.0,0.0,0.0,0.8994882000000001,0.0354682736242672,1.5848792049207134,0.3384,inf,1.0,0.8660371295755953,0.8658000000000001,0.7747582307908403,linsvc
137,BNG(tic-tac-toe),2.894,39366,9,2,4374.0,0.0,0.0,0.0,0.0,,,0.9314528308622936,0.6528984402784128,0.0,0.2851445409744449,0.6700431152086777,0.729360284250862,0.7466776164863536,knn5
151,electricity,2.54,45312,8,2,5664.0,0.0,0.0,0.0,0.0,0.3441820375901686,12.618112702577076,0.9835093906057096,0.5754546257062146,7.0,1.0,0.742796607281445,0.7608801144873402,0.8284141206226228,knn5
179,adult,9.334,48842,14,2,3488.714285714286,0.0094546847853428,0.057511977396503,0.0,0.2142857142857142,94837.1063429016,0.5611835109305496,0.7938438393644256,0.7607182343065395,0.1666666666666666,0.9956594734040376,0.7723111317665199,0.857172002076803,0.7360488316330045,logreg_bal
181,yeast,0.294,1484,8,10,185.5,0.0,0.0,0.0,0.0,0.3811969339622642,2.912827303657759,2.490417636232728,0.3119946091644205,inf,0.97911051212938,0.556521176553749,0.5903221403221404,0.5684164106214584,logreg_bal
182,satimage,1.469,6430,36,6,178.61111111111111,0.0,0.0,0.0,0.0,-0.0005560885260065,0.0404602338510036,2.4833618760456604,0.2381026438569206,inf,1.0,0.8088063015108862,0.8566096423017108,0.8871154366216116,knn5
184,kropt,7.16,28056,6,18,4676.0,0.0,0.0,0.0,0.0,,,3.50415902053474,0.1622825777017393,0.0,1.0,0.3682206773002827,0.400591776183454,0.2806581610032267,logreg_bal
185,baseball,0.33,1340,16,3,83.75,0.0009328358208955,0.0149253731343283,0.0,0.0625,637.4240550806572,0.8335889988230138,0.5400978590902226,0.9067164179104478,15.0,1.0,0.6833393629689926,0.9432835820895524,0.5512438179104845,logreg_bal
251,BNG(breast-w),2.502,39366,9,2,4374.0,0.0,0.0,0.0,0.0,3.1286446768700573,1.4711308660595714,0.9286919590843375,0.655895950820505,inf,0.8277955596199766,0.9767181066917604,0.979195258123782,0.9813833862526782,knn5
57,hypothyroid,0.784,3772,27,4,139.7037037037037,0.0225050076587722,0.2038706256627783,0.0,0.2592592592592592,46.436689696411385,3.569191882469104,0.4666175969866337,0.9228525980911984,0.2857142857142857,0.983828207847296,0.6504292046953655,0.9573179686264864,0.5365273307838769,logreg_bal
38,sick,0.559,3772,27,2,139.7037037037037,0.0225050076587722,0.2038706256627783,0.0,0.2592592592592592,46.436689696411385,3.569191882469104,0.3323505555321104,0.9387592788971368,0.2857142857142857,0.983828207847296,0.8005693028656127,0.96765541834279,0.7876553702908035,logreg_bal
310,mammography,0.415,11183,6,2,1863.8333333333333,0.0,0.0,0.0,0.0,-1.9973826216877078e-11,4.443275632344252,0.1593164203699977,0.9767504247518556,inf,0.7017794867209157,0.7005955733816146,0.9835464376564896,0.7518778132622528,logreg_bal
375,JapaneseVowels,0.831,9961,14,9,711.5,0.0,0.0,0.0,0.0,2.0532722924190057,0.1098366996914081,3.1320692484479835,0.1620319245055717,inf,1.0,0.9371796571908988,0.9406691996284182,0.9786950987654036,knn5
454,analcatdata_halloffame,0.296,1340,16,3,83.75,0.0009328358208955,0.0149253731343283,0.0,0.0625,637.4240550806572,0.8335889988230138,0.5400978590902226,0.9067164179104478,15.0,1.0,0.6833393629689926,0.9432835820895524,0.5512438179104845,logreg_bal
488,colleges_aaup,0.292,1161,14,4,82.92857142857143,0.0157499692383413,0.0585701981050818,0.0,0.4285714285714285,335.77908459577486,1.387123176911953,1.434835752759632,0.5314384151593454,13.0,1.0,0.7642027310039634,0.8294620393665829,0.727222467218412,logreg_bal
715,fri_c3_1000_25,0.224,1000,25,2,40.0,0.0,0.0,0.0,0.0,-1.6000000098159708e-10,0.0645239512346236,0.9906049558738164,0.557,inf,1.0,0.6626290287807143,0.6689999999999999,0.6400644223677932,linsvc
720,abalone,0.295,4177,8,2,522.125,0.0,0.0,0.0,0.0,0.3827034098293375,0.6203687756176234,0.9999906975135882,0.5017955470433325,7.0,1.0,0.7864160553065062,0.7864493023522334,0.7673045632575217,logreg_bal
722,pol,1.077,15000,26,2,576.9230769230769,0.0,0.0,0.0,0.0,20.106202564102567,4.780045379433384,0.9210049486251756,0.6639333333333334,inf,0.9972,0.873688196495188,0.8885333333333334,0.9610913582173566,knn5
723,fri_c4_1000_25,0.199,1000,25,2,40.0,0.0,0.0,0.0,0.0,5.200000000726843e-10,0.1014592703294146,0.9936167534536142,0.547,inf,1.0,0.6159398908940193,0.623,0.6283680641478806,logreg_bal
725,bank8FM,0.429,8192,8,2,1024.0,0.0,0.0,0.0,0.0,1.654425210586548,0.469408311944097,0.9730662661337472,0.5963134765625,inf,1.0,0.9396486838083822,0.9429927268853444,0.8807605173900507,logreg_bal
727,2dplanes,2.8,40768,10,2,4076.8,0.0,0.0,0.0,0.0,0.0020064756671899,-0.003820939835716,0.9999977500599352,0.5008830455259027,inf,0.6263736263736264,0.8373467329444054,0.8373479566547084,0.9140331694453444,knn5
728,analcatdata_supreme,0.28,4052,7,2,578.8571428571429,0.0,0.0,0.0,0.0,281.9487730926527,2.7479867719750466,0.794432350758128,0.760365251727542,inf,0.1396841066140177,0.9830657972302778,0.9876604101018404,0.9724535170088144,logreg
734,ailerons,2.371,13750,40,2,343.75,0.0,0.0,0.0,0.0,-0.8504005054545454,-4.55790779336491,0.9832048570341374,0.5761454545454545,inf,1.0,0.8746211028994457,0.8788363636363636,0.833996212509873,logreg_bal
735,cpu_small,0.541,8192,12,2,682.6666666666666,0.0,0.0,0.0,0.0,135460.4337241618,5.074304624464147,0.8841664897438648,0.6976318359375,inf,1.0,0.8871932174167381,0.913940124007238,0.8874454412040137,logreg_bal
737,space_ga,0.254,3107,6,2,517.8333333333334,0.0,0.0,0.0,0.0,-15273134.720528873,0.0334706292720225,0.9999532967890264,0.5040231734792404,inf,1.0,0.8382129503424715,0.8384252139739349,0.8196689765227336,logreg
740,fri_c3_1000_10,0.229,1000,10,2,100.0,0.0,0.0,0.0,0.0,-1.9999999789632764e-10,0.2289983426559738,0.9895875212220556,0.56,inf,1.0,0.6632305194805195,0.673,0.7831168831168831,knn5
743,fri_c1_1000_5,0.193,1000,5,2,200.0,0.0,0.0,0.0,0.0,1.1999999978584695e-09,0.0019460202642809,0.9946583178227808,0.543,inf,1.0,0.6170468354054313,0.625,0.898926250292425,knn5
751,fri_c4_1000_10,0.186,1000,10,2,100.0,0.0,0.0,0.0,0.0,-5.800000000544259e-09,0.3062015705516949,0.9895875212220556,0.56,inf,1.0,0.6388798701298702,0.649,0.7707792207792208,knn5
752,puma32H,1.021,8192,32,2,256.0,0.0,0.0,0.0,0.0,0.6606090161552429,-0.0026872986819989,0.9999559719934968,0.50390625,inf,1.0,0.6452793748773635,0.6453879453879454,0.5905797591419559,logreg_bal
761,cpu_act,1.101,8192,21,2,390.0952380952381,0.0,0.0,0.0,0.0,77423.0389258975,5.398356926130634,0.8841664897438648,0.6976318359375,inf,1.0,0.91821437963583,0.9361575784394578,0.9026440009698202,logreg_bal
799,fri_c0_1000_5,0.224,1000,5,2,200.0,0.0,0.0,0.0,0.0,-2.200000000573965e-09,0.0210304064450523,0.9999740313334506,0.503,inf,1.0,0.8510118011801179,0.851,0.8740427042704271,knn5
802,pbcseq,0.831,1945,18,2,108.05555555555556,0.0323621822336475,0.4221079691516709,0.0,0.3333333333333333,1928.8352910054052,2.023063503650762,0.9999998093199088,0.5002570694087404,2.0,1.0,0.6914935236584722,0.6915167095115682,0.7675707110758656,knn5
803,delta_ailerons,0.306,7129,5,2,1425.8,0.0,0.0,0.0,0.0,0.0029725156403422,0.1132819184788151,0.9972877951195076,0.5306494599523075,inf,1.0,0.9372664430005032,0.9382795698924732,0.9383083528675192,knn5
807,kin8nm,0.402,8192,8,2,1024.0,0.0,0.0,0.0,0.0,0.0024727835540771,-0.0024236938888669,0.9997770990046064,0.5087890625,inf,1.0,0.7317883039097459,0.7319357748887951,0.8499624292688331,knn5
813,fri_c3_1000_5,0.193,1000,5,2,200.0,0.0,0.0,0.0,0.0,1.9999999994801953e-09,0.3799051670286492,0.9885173903891564,0.563,inf,1.0,0.6488919393595928,0.66,0.8902542084606473,knn5
816,puma8NH,0.401,8192,8,2,1024.0,0.0,0.0,0.0,0.0,0.0026571600494384,-0.0057403169297953,0.999986069360442,0.502197265625,inf,1.0,0.8243432342055483,0.8243421753488868,0.7846858245058866,logreg_bal
819,delta_elevators,0.382,9517,6,2,1586.1666666666667,0.0,0.0,0.0,0.0,-2.098847795173549,-0.0159060190392087,0.999977628330813,0.5027844909110014,inf,1.0,0.8812497881382952,0.8811604410550347,0.8662752732570136,linsvc
821,house_16H,1.801,22784,16,2,1424.0,0.0,0.0,0.0,0.0,488.32277900583466,6.137655244533562,0.8763427177130789,0.704002808988764,inf,0.9999561095505618,0.7634656011002052,0.8266763999774198,0.8278916922833048,knn5
823,houses,1.21,20640,8,2,2580.0,0.0,0.0,0.0,0.0,26502.829555895714,2.387176969845901,0.9865690330331822,0.5681201550387597,inf,1.0,0.9616996757681152,0.9631298449612404,0.967458447847579,knn5
833,bank32nh,1.093,8192,32,2,256.0,0.0,0.0,0.0,0.0,1.2014580029029849,0.6205672677152604,0.8936632139657559,0.6895751953125,inf,1.0,0.7644378226626761,0.8201909201909201,0.6301652243248643,logreg_bal
843,house_8L,1.819,22784,8,2,2848.0,0.0,0.0,0.0,0.0,367.9718502386215,11.488497151631533,0.8763427177130789,0.704002808988764,inf,0.9999561095505618,0.7856086657779512,0.8542835718784385,0.8083927315932025,logreg_bal
845,fri_c0_1000_10,0.209,1000,10,2,100.0,0.0,0.0,0.0,0.0,-4.6999999978147864e-09,-0.0385481820250414,0.999766270781044,0.509,inf,1.0,0.8348126169159533,0.8350000000000002,0.7789247652256222,linsvc
846,elevators,1.514,16599,18,2,922.1666666666666,0.0,0.0,0.0,0.0,-1.9945264513926544,9.738247933053136,0.8920793291304916,0.6909452376649196,inf,1.0,0.858138839569702,0.8987285689912407,0.7555916289300243,logreg_bal
847,wind,0.466,6574,14,2,469.57142857142856,0.0,0.0,0.0,0.0,14.206659242035723,0.4864545800191551,0.996940292587556,0.5325524794645573,inf,1.0,0.8514129395026403,0.8529050702872256,0.8414529994990048,logreg
849,fri_c0_1000_25,0.227,1000,25,2,40.0,0.0,0.0,0.0,0.0,1.5600000016391384e-09,-0.0002361663678901,0.9999740313334506,0.503,inf,1.0,0.8248996899689969,0.825,0.7045724572457245,logreg_bal
871,pollen,0.302,3848,5,2,769.6,0.0,0.0,0.0,0.0,0.0008058939708939,0.0206174829088089,1.0,0.5,inf,1.0,0.4963629599567099,0.4963643118909699,0.4880499188311688,linsvc
881,mv,3.204,40768,10,2,4076.8,0.0,0.0,0.0,0.0,195.93714543823936,0.0926138433041701,0.9729212144264806,0.5965708398744113,2.333333333333333,1.0,0.9964934019047976,0.996884807995576,0.952838326402056,linsvc
897,colleges_aaup,0.267,1161,15,2,77.4,0.0146999712891185,0.0585701981050818,0.0,0.4,550.7556300141807,1.6363623402677268,0.8809748061658638,0.7002583979328165,6.5,1.0,0.9796785644896252,0.985359627053426,0.9275549317560522,logreg_bal
901,fried,4.09,40768,10,2,4076.8,0.0,0.0,0.0,0.0,0.4997044422095761,0.0015462381676243,0.999996790015353,0.5010547488226059,inf,1.0,0.8369288303671955,0.8369309292380717,0.8649583309349375,knn5
903,fri_c2_1000_25,0.221,1000,25,2,40.0,0.0,0.0,0.0,0.0,3.4399999992018593e-09,0.0239683308933019,0.9885173903891564,0.563,inf,1.0,0.6632437545162599,0.67,0.694482203789497,knn5
910,fri_c1_1000_10,0.215,1000,10,2,100.0,0.0,0.0,0.0,0.0,1.899999998933311e-09,-0.0212258859163792,0.9881489563064276,0.564,inf,1.0,0.6677176341865845,0.6799999999999999,0.7517774578691576,knn5
912,fri_c2_1000_5,0.196,1000,5,2,200.0,0.0,0.0,0.0,0.0,2.799999998615021e-09,0.1310479556272447,0.9795438195294628,0.584,inf,1.0,0.7242894528727516,0.735,0.9074785817515356,knn5
913,fri_c2_1000_10,0.192,1000,10,2,100.0,0.0,0.0,0.0,0.0,6.999999974333092e-10,0.0960463951462556,0.9814538950336535,0.58,inf,1.0,0.706855500821018,0.719,0.7979064039408866,knn5
917,fri_c1_1000_25,0.21,1000,25,2,40.0,0.0,0.0,0.0,0.0,-1.559999999543038e-09,0.0062115043266711,0.993885872489772,0.546,inf,1.0,0.6524384891357369,0.659,0.6216907964614388,linsvc
923,visualizing_soil,0.375,8641,4,2,2160.25,0.0,0.0,0.0,0.0,17.85237684681557,0.2559250228128802,0.992759369358745,0.5500520773058674,3.0,1.0,0.993441587014852,0.9940979585716428,0.9938047384832808,linsvc
930,colleges_usnews,0.3,1302,33,2,39.45454545454545,0.1822371177209887,0.4907834101382488,0.0,0.9090909090909092,1716.3688539909351,1.4966319491800055,0.9976685824034748,0.5284178187403994,32.0,1.0,0.7456964701689408,0.7457795461243737,0.7175497324607658,logreg_bal
934,socmob,0.256,1156,5,2,231.2,0.0,0.0,0.0,0.0,16.94074394463668,7.193711684481208,0.7628122983351655,0.7785467128027682,0.25,1.0,0.882164404223228,0.9385579937304076,0.9098667672197084,logreg_bal
958,segment,0.265,2310,18,2,128.33333333333334,0.0,0.0,0.0,0.0,25.501652141029343,3.32095885523078,0.5916727785823275,0.8571428571428571,inf,0.9030303030303032,0.9921717171717171,0.9974025974025976,0.9840909090909092,logreg
959,nursery,0.753,12960,8,2,1620.0,0.0,0.0,0.0,0.0,,,0.9182958340544896,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,logreg
962,mfeat-morphological,0.216,2000,6,2,333.3333333333333,0.0,0.0,0.0,0.0,1052.69973157425,0.5315671733271813,0.4689955935892812,0.9,inf,0.944,0.9925,0.9985,0.9925,logreg
966,analcatdata_halloffame,0.261,1340,16,2,83.75,0.0009328358208955,0.0149253731343283,0.0,0.0625,637.4240550806572,0.8335889988230138,0.4473360444854856,0.9067164179104478,15.0,1.0,0.8045925925925926,0.9514925373134328,0.7458271604938271,logreg_bal
976,JapaneseVowels,0.616,9961,14,2,711.5,0.0,0.0,0.0,0.0,2.0532722924190057,0.1098366996914081,0.6391484789513524,0.8379680754944283,inf,1.0,0.9260844381526456,0.9640593986583564,0.9852559571000604,knn5
977,letter,0.925,20000,16,2,1250.0,0.0,0.0,0.0,0.0,5.925465625,0.2902970341018098,0.2452645188737295,0.95935,inf,0.9334,0.7522005610355605,0.9766,0.9787047704060076,knn5
979,waveform-5000,0.965,5000,40,2,125.0,0.0,0.0,0.0,0.0,0.8994882000000001,0.0354682736242672,0.9232793793699432,0.6616,inf,1.0,0.8381251259118627,0.8497999999999999,0.8033690556887789,logreg_bal
983,cmc,0.284,1473,9,2,163.66666666666666,0.0,0.0,0.0,0.0,17.89986422267481,0.677731575793992,0.9845770107616216,0.572980312287848,0.2857142857142857,0.921928038017651,0.6547922513384051,0.6775256543295285,0.6250606555837326,logreg
991,car,0.282,1728,6,2,288.0,0.0,0.0,0.0,0.0,,,0.8810077539356893,0.7002314814814815,0.0,1.0,0.9498510205593172,0.953705286085281,0.8157020164301718,logreg_bal
995,mfeat-zernike,0.295,2000,47,2,42.5531914893617,0.0,0.0,0.0,0.0,88.6364294204149,0.7908300749973223,0.4689955935892812,0.9,inf,0.997,0.9844444444444445,0.996,0.9791666666666666,logreg_bal
1000,hypothyroid,0.576,3772,27,2,139.7037037037037,0.0225050076587722,0.2038706256627783,0.0,0.2592592592592592,46.436689696411385,3.569191882469104,0.392047249528901,0.9228525980911984,0.2857142857142857,0.983828207847296,0.7612803655196452,0.9602315245841164,0.6854207317771943,logreg_bal
1019,pendigits,0.559,10992,16,2,687.0,0.0,0.0,0.0,0.0,50.711045533115,-0.0391960821203113,0.4817836662695727,0.895924308588064,inf,1.0,0.9846236441734632,0.993904500391236,0.997388338337297,knn5
1021,page-blocks,0.322,5473,10,2,547.3,0.0,0.0,0.0,0.0,253.32758631463548,14.711451967520436,0.4763084842226657,0.8976795176320117,inf,0.9853827882331444,0.8136943400035103,0.9495711769469,0.8899389397914088,logreg_bal
1037,ada_prior,0.567,4562,14,2,325.85714285714283,0.0013778417987098,0.0192897851819377,0.0,0.0714285714285714,32078.84787373958,2.831868883410159,0.8083116159412278,0.7518632178868917,0.75,1.0,0.7574624134476995,0.842612795680329,0.7303739657226691,logreg_bal
1044,eye_movements,1.233,10936,27,3,405.037037037037,0.0,0.0,0.0,0.0,349.45214278224825,3.0681436429144973,1.5662478253027112,0.3897220190197513,8.0,1.0,0.4998317610318546,0.4999072130563767,0.5198024660600848,knn5
1046,mozilla4,0.493,15545,5,2,3109.0,0.0,0.0,0.0,0.0,221598.5630363461,1.4714719487732455,0.91348383114068,0.671405596654873,inf,1.0,0.8360913253394205,0.8503055644901899,0.87047455326602,knn5
1049,pc4,0.263,1458,37,2,39.4054054054054,0.0,0.0,0.0,0.0,583.4640334779226,6.450282232943047,0.5353247216329435,0.877914951989026,inf,0.921124828532236,0.6876029265873017,0.9101609942098572,0.6482093253968254,logreg_bal
1050,pc3,0.264,1563,37,2,42.24324324324324,0.0,0.0,0.0,0.0,1008.14586726842,10.324325597699096,0.4764549714253223,0.8976327575175944,inf,0.9187460012795904,0.5581364387391968,0.8976243139182436,0.5578914590747331,logreg_bal
1053,jm1,1.199,10885,21,2,518.3333333333334,0.0001093685062449,0.0004593477262287,0.0,0.238095238095238,1902.7823686449665,15.83647074795047,0.7086892115305543,0.8065227377124483,inf,0.8106568672485072,0.5442262597241704,0.8114836931557189,0.587919306621967,logreg_bal
1056,mc1,1.238,9466,38,2,249.10526315789477,0.0,0.0,0.0,0.0,360.55809570540544,17.77006722324651,0.0614814326341265,0.9928163955208114,inf,0.2119163321360659,0.580556436503381,0.9935558169904016,0.6529774411269207,logreg_bal
1067,kc1,0.284,2109,21,2,100.42857142857144,0.0,0.0,0.0,0.0,285.096916615864,4.203178136828375,0.6211733422333798,0.8454243717401612,inf,0.5651967757230915,0.5954033738898247,0.858226294874537,0.5904474364586725,logreg_bal
